Address,Total_value,Land_value,Building_value,Year_Built,Land_Size,PricePerSqFt
1056 RICHELIEU AVE VANCOUVER V6H 1T1,"$3,899,700",3824000.00,75700.00,1919.00,15316,$249.67
1102 RICHELIEU AVE VANCOUVER V6H 1T1,"$5,036,000",4833000.00,203000.00,1964.00,17376.89,$278.13
1180 WOLFE AVE VANCOUVER V6H 1V8,"$7,522,000",6538000.00,984000.00,1987.00,23133.34,$282.62
1083 MATTHEWS AVE VANCOUVER V6H 1W2,"$4,737,000",4283000.00,454000.00,1913.00,13002,$329.41
1026 RICHELIEU AVE VANCOUVER V6H 1T1,"$4,925,000",4781000.00,144000.00,1969.00,17167,$278.50
3850 MARGUERITE ST VANCOUVER V6J 4E9,"$4,193,000",3958000.00,235000.00,1912.00,11201.6,$353.34
1311 THE CRESCENT VANCOUVER V6H 1T7,"$7,395,000",7144000.00,251000.00,1910.00,17437,$409.70
1311 THE CRESCENT VANCOUVER V6H 1T7,"$7,395,000",7144000.00,251000.00,1910.00,17437,$409.70
4068 HUDSON ST VANCOUVER V6H 3B1,"$9,153,000",4611000.00,4542000.00,2019.00,19801.9388,$232.86
1315 LAURIER AVE VANCOUVER V6H 1Y9,"$7,942,000",6403000.00,1539000.00,1912.00,17397.79,$368.04
1254 MATTHEWS AVE VANCOUVER V6H 1W6,"$5,090,000",4944000.00,146000.00,1910.00,10779.7,$458.64
3388 OSLER ST VANCOUVER V6H 2W3,"$10,192,000",10056000.00,136000.00,1952.00,23205,$433.35
1198 WOLFE AVE VANCOUVER V6H 1V8,"$7,897,000",6801000.00,1096000.00,1968.00,24365.18,$279.13
1238 TECUMSEH AVE VANCOUVER V6H 1T2,"$9,165,000",5713000.00,3452000.00,1912.00,20630,$276.93
4230 OSLER ST VANCOUVER V6H 2X5,"$4,344,000",3373000.00,971000.00,1996.00,6000,$562.17
1222 KING EDWARD AVE W VANCOUVER V6H 1Z7,"$3,509,400",3411000.00,98400.00,1948.00,10500,$324.86
1662 29TH AVE W VANCOUVER V6J 2Z4,"$6,760,000",4856000.00,1904000.00,2008.00,13000,$373.54
4735 OSLER ST VANCOUVER V6H 2Y5,"$5,810,000",3450000.00,2360000.00,2016.00,6250,$552.00
1337 MINTO CRES VANCOUVER V6H 2J6,"$10,475,000",7298000.00,3177000.00,2007.00,15492,$471.08
1488 32ND AVE W VANCOUVER V6H 2J3,"$7,519,000",7354000.00,165000.00,1923.00,20082,$366.20
1462 MINTO CRES VANCOUVER V6H 2J5,"$8,369,000",7161000.00,1208000.00,1937.00,16359.81,$437.72
1149 29TH AVE W VANCOUVER V6H 2E6,"$3,512,600",3450000.00,62600.00,1925.00,6250,$552.00
1249 DEVONSHIRE CRES VANCOUVER V6H 2G2,"$5,215,000",5071000.00,144000.00,1920.00,8898.78,$569.85
1107 CONNAUGHT DR VANCOUVER V6H 2G9,"$3,162,900",3074000.00,88900.00,1927.00,5875,$523.23
4687 ANGUS DR VANCOUVER V6J 4J4,"$5,197,000",5082000.00,115000.00,1924.00,11200,$453.75
4988 ANGUS DR VANCOUVER V6M 3M5,"$5,624,000",4308000.00,1316000.00,1992.00,9150,$470.82
3838 OSLER ST VANCOUVER V6H 2W8,"$4,827,000",4719000.00,108000.00,1911.00,10103.919,$467.05
3888 OSLER ST VANCOUVER V6H 2W8,"$5,913,000",5622000.00,291000.00,1912.00,12575.54,$447.06
1288 NANTON AVE VANCOUVER V6H 2C6,"$4,490,000",3561000.00,929000.00,2003.00,5512,$646.04
5025 CONNAUGHT DR VANCOUVER V6M 3G2,"$5,502,000",4015000.00,1487000.00,2004.00,7119,$563.98
3455 MARPOLE AVE VANCOUVER V6J 2S3,"$24,625,000",16132000.00,8493000.00,2004.00,41950,$384.55
4868 MARGUERITE ST VANCOUVER V6J 4G9,"$6,189,000",4002000.00,2187000.00,2009.00,7461.72,$536.34
1189 32ND AVE W VANCOUVER V6H 2H8,"$7,948,000",4368000.00,3580000.00,2013.00,7974,$547.78
1189 32ND AVE W VANCOUVER V6H 2H8,"$7,948,000",4368000.00,3580000.00,2013.00,7974,$547.78
1376 26TH AVE W VANCOUVER V6H 2B1,"$8,855,000",4722000.00,4133000.00,2016.00,9375,$503.68
1750 36TH AVE W VANCOUVER V6M 1K2,"$3,567,000",3457000.00,110000.00,1926.00,6000,$576.17
1-1851 37TH AVE W VANCOUVER V6M 1N3,"$3,898,000",2654000.00,1244000.00,2018.00,3960,$670.20
1866 35TH AVE W VANCOUVER V6M 1H6,"$2,962,000",2609000.00,353000.00,1979.00,3842.24,$679.03
1833 36TH AVE W VANCOUVER V6M 1K6,"$3,120,000",2655000.00,465000.00,1980.00,3964.8,$669.64
1899 36TH AVE W VANCOUVER V6M 1K6,"$2,944,000",2688000.00,256000.00,1979.00,4056,$662.72
5080 CYPRESS ST VANCOUVER V6M 3R2,"$3,660,000",2823000.00,837000.00,1967.00,4056,$696.01
1912 36TH AVE W VANCOUVER V6M 1K8,"$4,312,000",3167000.00,1145000.00,2003.00,4800,$659.79
2002 35TH AVE W VANCOUVER V6M 1H9,"$3,698,300",3619000.00,79300.00,1917.00,6000,$603.17
1963 35TH AVE W VANCOUVER V6M 1H8,"$4,274,000",4003000.00,271000.00,1929.00,5624,$711.77
1735 38TH AVE W VANCOUVER V6M 1R7,"$5,807,000",5705000.00,102000.00,1927.00,12873,$443.18
2068 35TH AVE W VANCOUVER V6M 1H9,"$2,475,000",2270000.00,205000.00,1986.00,3000,$756.67
2034 36TH AVE W VANCOUVER V6M 1K9,"$4,105,000",3619000.00,486000.00,1914.00,6000,$603.17
2041 37TH AVE W VANCOUVER V6M 1N7,"$3,566,000",3438000.00,128000.00,1915.00,6000,$573.00
2021 41ST AVE W VANCOUVER V6M 1Y7,"$6,910,000",6328000.00,582000.00,1949.00,6100,"$1,037.38"
2072 36TH AVE W VANCOUVER V6M 1K9,"$4,733,000",3438000.00,1295000.00,2005.00,6000,$573.00
1177 33RD AVE W VANCOUVER V6M 1A3,"$3,637,000",3371000.00,266000.00,1926.00,8250,$408.61
1090 33RD AVE W VANCOUVER V6M 1A2,"$3,258,800",3202000.00,56800.00,1949.00,8248.3665,$388.20
1321 33RD AVE W VANCOUVER V6M 1A6,"$3,541,000",3371000.00,170000.00,1925.00,8250,$408.61
1376 33RD AVE W VANCOUVER V6M 1A5,"$3,631,000",3470000.00,161000.00,1932.00,8754.9,$396.35
1533 32ND AVE W VANCOUVER V6J 3A5,"$6,045,000",4826000.00,1219000.00,1922.00,15346.52,$314.47
4675 CONNAUGHT DR VANCOUVER V6J 4E3,"$5,368,000",5237000.00,131000.00,1922.00,11879.75,$440.83
1288 37TH AVE W VANCOUVER V6M 1M1,"$6,911,000",4027000.00,2884000.00,2014.00,9151.2,$440.05
5138 GRANVILLE ST VANCOUVER V6M 3B6,"$3,795,000",3240000.00,555000.00,1988.00,10150,$319.21
5088 CONNAUGHT DR VANCOUVER V6M 3G1,"$10,730,000",6631000.00,4099000.00,1998.00,16800,$394.70
1688 37TH AVE W VANCOUVER V6M 1M7,"$10,806,000",6242000.00,4564000.00,2006.00,16200,$385.31
4060 MAPLE CRES VANCOUVER V6J 4B2,"$2,975,200",2938000.00,37200.00,1952.00,7984.68,$367.95
1960 KING EDWARD AVE W VANCOUVER V6J 2W6,"$2,989,000",2719000.00,270000.00,1930.00,6608,$411.47
1954 KING EDWARD AVE W VANCOUVER V6J 2W6,"$3,023,000",2876000.00,147000.00,1947.00,7344,$391.61
1933 KING EDWARD AVE W VANCOUVER V6J 2W7,"$6,126,000",3975000.00,2151000.00,1997.00,14982,$265.32
1939 KING EDWARD AVE W VANCOUVER V6J 2W7,"$7,087,000",3944000.00,3143000.00,2009.00,14658,$269.07
1939 KING EDWARD AVE W VANCOUVER V6J 2W7,"$7,087,000",3944000.00,3143000.00,2009.00,14658,$269.07
4567 CONNAUGHT DR VANCOUVER V6J 4E1,"$7,667,000",5643000.00,2024000.00,1997.00,12558,$449.35
1025 RICHELIEU AVE VANCOUVER V6H 1S9,"$4,062,000",3836000.00,226000.00,1975.00,13134.747,$292.05
1168 27TH AVE W VANCOUVER V6H 2B8,"$4,255,000",3450000.00,805000.00,1989.00,6250,$552.00
1168 27TH AVE W VANCOUVER V6H 2B8,"$4,255,000",3450000.00,805000.00,1989.00,6250,$552.00
1226 27TH AVE W VANCOUVER V6H 2B9,"$3,908,000",3450000.00,458000.00,1991.00,6250,$552.00
1275 27TH AVE W VANCOUVER V6H 2C1,"$4,830,000",3450000.00,1380000.00,2013.00,6250,$552.00
1285 27TH AVE W VANCOUVER V6H 2C1,"$5,505,000",3450000.00,2055000.00,2012.00,6250,$552.00
1296 26TH AVE W VANCOUVER V6H 2A9,"$3,661,000",3447000.00,214000.00,1925.00,6237.5,$552.63
1263 26TH AVE W VANCOUVER V6H 2A8,"$3,870,000",3450000.00,420000.00,1987.00,6250,$552.00
1275 26TH AVE W VANCOUVER V6H 2A8,"$4,840,000",4722000.00,118000.00,1914.00,9375,$503.68
1266 27TH AVE W VANCOUVER V6H 2B9,"$4,065,000",3449000.00,616000.00,1992.00,6250,$551.84
4326 CARTIER ST VANCOUVER V6H 3E4,"$4,889,000",4676000.00,213000.00,1922.00,9172,$509.81
4288 GRANVILLE ST VANCOUVER V6H 3L5,"$3,713,000",3039000.00,674000.00,1990.00,8775,$346.32
4238 GRANVILLE ST VANCOUVER V6H 3L5,"$3,149,000",3039000.00,110000.00,1927.00,8775,$346.32
4236 GRANVILLE ST VANCOUVER V6H 3L5,"$3,127,300",3039000.00,88300.00,1927.00,8775,$346.32
1488 26TH AVE W VANCOUVER V6H 2B4,"$4,163,000",3847000.00,316000.00,1926.00,9000,$427.44
1442 26TH AVE W VANCOUVER V6H 2B4,"$4,819,000",4635000.00,184000.00,1927.00,9000,$515.00
1442 26TH AVE W VANCOUVER V6H 2B4,"$4,819,000",4635000.00,184000.00,1927.00,9000,$515.00
1457 NANTON AVE VANCOUVER V6H 2E1,"$5,461,000",3887000.00,1574000.00,2017.00,8750,$444.23
1475 NANTON AVE VANCOUVER V6H 2E1,"$5,626,000",3529000.00,2097000.00,2016.00,8562.5,$412.15
4175 CARTIER ST VANCOUVER V6H 3C9,"$5,239,000",4876000.00,363000.00,1948.00,10123.5,$481.65
1425 26TH AVE W VANCOUVER V6H 2B3,"$7,869,000",4763000.00,3106000.00,2009.00,9562.5,$498.09
1491 26TH AVE W VANCOUVER V6H 2B3,"$5,655,000",3052000.00,2603000.00,2014.00,8850,$344.86
1335 26TH AVE W VANCOUVER V6H 2B2,"$7,239,000",4375000.00,2864000.00,2011.00,8000,$546.88
1365 26TH AVE W VANCOUVER V6H 2B2,"$4,935,000",3450000.00,1485000.00,2013.00,6250,$552.00
4226 CARTIER ST VANCOUVER V6H 3E3,"$4,781,500",4722000.00,59500.00,1924.00,9375,$503.68
1368 26TH AVE W VANCOUVER V6H 2B1,"$5,851,000",4722000.00,1129000.00,1994.00,9375,$503.68
1346 26TH AVE W VANCOUVER V6H 2B1,"$5,606,000",4722000.00,884000.00,1994.00,9375,$503.68
1336 26TH AVE W VANCOUVER V6H 2B1,"$3,527,000",3450000.00,77000.00,1928.00,6250,$552.00
1310 26TH AVE W VANCOUVER V6H 2B1,"$3,324,000",3074000.00,250000.00,1983.00,5125,$599.80
1310 26TH AVE W VANCOUVER V6H 2B1,"$3,324,000",3074000.00,250000.00,1983.00,5125,$599.80
1391 NANTON AVE VANCOUVER V6H 2C8,"$6,648,000",4855000.00,1793000.00,1995.00,10010,$485.01
1564 26TH AVE W VANCOUVER V6J 2W9,"$4,266,000",4115000.00,151000.00,1925.00,8750,$470.29
1550 26TH AVE W VANCOUVER V6J 2W9,"$4,035,000",3887000.00,148000.00,1926.00,8750,$444.23
1518 26TH AVE W VANCOUVER V6J 2W9,"$4,076,000",2887000.00,1189000.00,2011.00,8775,$329.00
4261 GRANVILLE ST VANCOUVER V6H 3L4,"$3,285,000",3039000.00,246000.00,1925.00,8775,$346.32
1557 NANTON AVE VANCOUVER V6J 2X3,"$7,762,000",4573000.00,3189000.00,2014.00,8750,$522.63
1592 NANTON AVE VANCOUVER V6J 2X2,"$4,869,000",4609000.00,260000.00,1960.00,9992,$461.27
1506 NANTON AVE VANCOUVER V6J 2X2,"$3,260,000",3039000.00,221000.00,1977.00,8768.5,$346.58
1567 28TH AVE W VANCOUVER V6J 2Y4,"$4,745,000",4442000.00,303000.00,1922.00,8243.4,$538.86
4411 GRANVILLE ST VANCOUVER V6H 3L7,"$3,700,000",3271000.00,429000.00,1925.00,10400,$314.52
4437 GRANVILLE ST VANCOUVER V6H 3L7,"$3,392,000",3271000.00,121000.00,1925.00,10400,$314.52
4461 GRANVILLE ST VANCOUVER V6H 3L7,"$3,390,000",3271000.00,119000.00,1924.00,10400,$314.52
1551 29TH AVE W VANCOUVER V6J 2Z1,"$5,028,000",4302000.00,726000.00,1987.00,9900,$434.55
1591 29TH AVE W VANCOUVER V6J 2Z1,"$5,541,000",5262000.00,279000.00,1920.00,12000,$438.50
1681 28TH AVE W VANCOUVER V6J 2Y6,"$5,351,600",5267000.00,84600.00,1921.00,12027.87,$437.90
1663 28TH AVE W VANCOUVER V6J 2Y6,"$4,839,000",4721000.00,118000.00,1922.00,9367.5,$503.98
1668 NANTON AVE VANCOUVER V6J 2X4,"$4,318,100",4248000.00,70100.00,1924.00,9367.5,$453.48
1649 29TH AVE W VANCOUVER V6J 2Z3,"$5,692,000",5262000.00,430000.00,1922.00,12000,$438.50
1609 29TH AVE W VANCOUVER V6J 2Z3,"$6,515,000",5542000.00,973000.00,1991.00,13500,$410.52
1638 28TH AVE W VANCOUVER V6J 2Y7,"$5,496,000",5262000.00,234000.00,1922.00,12000,$438.50
1488 KING EDWARD AVE W VANCOUVER V6H 2A2,"$4,417,000",3240000.00,1177000.00,1994.00,11800,$274.58
1438 KING EDWARD AVE W VANCOUVER V6H 2A2,"$5,613,000",3420000.00,2193000.00,1997.00,11800,$289.83
1428 KING EDWARD AVE W VANCOUVER V6H 2A2,"$7,763,000",4151000.00,3612000.00,1946.00,14750,$281.42
4162 GRANVILLE ST VANCOUVER V6H 3L3,"$3,156,000",3052000.00,104000.00,1927.00,8850,$344.86
1322 KING EDWARD AVE W VANCOUVER V6H 1Z9,"$3,814,000",3411000.00,403000.00,1929.00,10500,$324.86
4128 OSLER ST VANCOUVER V6H 2X3,"$7,264,000",3333000.00,3931000.00,2018.00,9900,$336.67
4128 SELKIRK ST VANCOUVER V6H 0B6,"$5,242,000",3312000.00,1930000.00,2012.00,9750,$339.69
1182 KING EDWARD AVE W VANCOUVER V6H 1Z6,"$4,051,000",3312000.00,739000.00,1989.00,9750,$339.69
1160 KING EDWARD AVE W VANCOUVER V6H 1Z6,"$3,372,800",3312000.00,60800.00,1928.00,9750,$339.69
1122 KING EDWARD AVE W VANCOUVER V6H 1Z6,"$3,399,000",3312000.00,87000.00,1946.00,9750,$339.69
1136 KING EDWARD AVE W VANCOUVER V6H 1Z6,"$3,365,800",3312000.00,53800.00,1946.00,9750,$339.69
1290 KING EDWARD AVE W VANCOUVER V6H 1Z7,"$3,844,000",3471000.00,373000.00,1947.00,11002.5,$315.47
1260 KING EDWARD AVE W VANCOUVER V6H 1Z7,"$3,495,500",3411000.00,84500.00,1929.00,10500,$324.86
1260 KING EDWARD AVE W VANCOUVER V6H 1Z7,"$3,495,500",3411000.00,84500.00,1929.00,10500,$324.86
1212 KING EDWARD AVE W VANCOUVER V6H 1Z7,"$3,604,000",3471000.00,133000.00,1946.00,11002.5,$315.47
1198 BALFOUR AVE VANCOUVER V6H 1X4,"$12,491,000",7156000.00,5335000.00,2016.00,13383.4157,$534.69
3809 OSLER ST VANCOUVER V6H 2W7,"$4,812,000",4669000.00,143000.00,1925.00,9944.714,$469.50
3837 OSLER ST VANCOUVER V6H 2W7,"$7,772,000",5594000.00,2178000.00,2016.00,9604.15,$582.46
1133 LAURIER AVE VANCOUVER V6H 1Y4,"$9,572,000",8360000.00,1212000.00,1992.00,20000,$418.00
3885 SELKIRK ST VANCOUVER V6H 2Z2,"$10,258,000",5833000.00,4425000.00,2009.00,10268,$568.08
5055 MAPLE ST VANCOUVER V6M 4J8,"$5,583,000",5137000.00,446000.00,1988.00,8484.34,$605.47
1488 40TH AVE W VANCOUVER V6M 1V6,"$3,541,000",2186000.00,1355000.00,2012.00,6892.128,$317.17
4373 HUDSON ST VANCOUVER V6H 3B3,"$5,200,000",4195000.00,1005000.00,1995.00,7405.71,$566.45
1307 NANTON AVE VANCOUVER V6H 2C8,"$6,067,000",4397000.00,1670000.00,1995.00,9409.61,$467.29
1549 33RD AVE W VANCOUVER V6M 1A8,"$4,680,000",4538000.00,142000.00,1950.00,14500,$312.97
1903 36TH AVE W VANCOUVER V6M 1K7,"$4,065,000",3167000.00,898000.00,1997.00,4800,$659.79
4716 ANGUS DR VANCOUVER V6J 4J7,"$5,295,700",5236000.00,59700.00,1925.00,11871.06,$441.07
4750 ANGUS DR VANCOUVER V6J 4J7,"$4,818,900",4742000.00,76900.00,1922.00,9463.74,$501.07
4788 ANGUS DR VANCOUVER V6J 4J7,"$6,230,000",4685000.00,1545000.00,1924.00,9210.96,$508.63
4888 ANGUS DR VANCOUVER V6J 4J7,"$3,939,000",3654000.00,285000.00,1922.00,9819.2,$372.13
4887 MARGUERITE ST VANCOUVER V6J 4H1,"$3,759,400",3688000.00,71400.00,1946.00,10058.958,$366.64
4611 MARGUERITE ST VANCOUVER V6J 4G7,"$4,954,300",4882000.00,72300.00,1923.00,10152,$480.89
4587 MARGUERITE ST VANCOUVER V6J 4G7,"$4,734,500",4667000.00,67500.00,1924.00,9136,$510.84
4862 PINE CRES VANCOUVER V6J 4L3,"$4,406,000",3176000.00,1230000.00,2013.00,6695,$474.38
4837 ANGUS DR VANCOUVER V6J 4J6,"$4,539,500",4444000.00,95500.00,1926.00,8250,$538.67
4811 ANGUS DR VANCOUVER V6J 4J6,"$5,059,000",4444000.00,615000.00,1987.00,8250,$538.67
4783 ANGUS DR VANCOUVER V6J 4J6,"$5,038,000",4444000.00,594000.00,1991.00,8250,$538.67
4612 PINE CRES VANCOUVER V6J 4L2,"$6,528,000",5129000.00,1399000.00,1996.00,11398.4,$449.98
4688 PINE CRES VANCOUVER V6J 4L2,"$4,405,000",4265000.00,140000.00,1926.00,10919,$390.60
4637 ANGUS DR VANCOUVER V6J 4J4,"$5,196,000",5082000.00,114000.00,1921.00,11200,$453.75
1849 30TH AVE W VANCOUVER V6J 3A2,"$3,498,500",3450000.00,48500.00,1924.00,6250,$552.00
1-1888 34TH AVE W VANCOUVER V6M 1H6,"$4,001,000",3711000.00,290000.00,2021.00,9970,$372.22
1880 34TH AVE W VANCOUVER V6M 1G1,"$3,215,000",2654000.00,561000.00,1995.00,3960,$670.20
1856 34TH AVE W VANCOUVER V6M 1G1,"$2,871,000",2654000.00,217000.00,1977.00,3960,$670.20
4958 ANGUS DR VANCOUVER V6M 3M5,"$4,847,000",3489000.00,1358000.00,1999.00,6100,$571.97
4988 ANGUS DR VANCOUVER V6M 3M5,"$5,624,000",4308000.00,1316000.00,1992.00,9150,$470.82
5008 ANGUS DR VANCOUVER V6M 3M5,"$3,760,000",3489000.00,271000.00,1984.00,6100,$571.97
5041 MARGUERITE ST VANCOUVER V6M 3J9,"$4,044,000",3518000.00,526000.00,1927.00,6191,$568.24
5033 MARGUERITE ST VANCOUVER V6M 3J9,"$4,438,000",3518000.00,920000.00,1996.00,6190,$568.34
4921 MARGUERITE ST VANCOUVER V6M 3J9,"$3,644,000",3539000.00,105000.00,1920.00,6260,$565.34
5007 ANGUS DR VANCOUVER V6M 3M6,"$4,920,000",3510000.00,1410000.00,2016.00,6820,$514.66
4915 ANGUS DR VANCOUVER V6M 3M6,"$2,757,000",2583000.00,174000.00,1924.00,5350.2,$482.79
5057 ANGUS DR VANCOUVER V6M 3M6,"$5,323,000",3510000.00,1813000.00,2015.00,6820,$514.66
4538 ANGUS DR VANCOUVER V6J 4J5,"$5,641,000",4853000.00,788000.00,1992.00,10000,$485.30
4538 PINE CRES VANCOUVER V6J 4L2,"$4,998,000",4792000.00,206000.00,1924.00,11266.4,$425.34
4562 PINE CRES VANCOUVER V6J 4L2,"$7,314,000",5108000.00,2206000.00,2013.00,11310.4,$451.62
2055 35TH AVE W VANCOUVER V6M 1J1,"$6,864,000",5611000.00,1253000.00,1960.00,9950,$563.92
2039 35TH AVE W VANCOUVER V6M 1J1,"$6,555,000",5558000.00,997000.00,1989.00,10845,$512.49
3537 OSLER ST VANCOUVER V6H 2W4,"$18,015,000",9420000.00,8595000.00,2008.00,22692.28,$415.12
1178 LAURIER AVE VANCOUVER V6H 1Y5,"$11,458,000",8360000.00,3098000.00,1997.00,20000,$418.00
4033 OSLER ST VANCOUVER V6H 2X1,"$5,370,000",3431000.00,1939000.00,1926.00,10888,$315.12
3998 SELKIRK ST VANCOUVER V6H 2Z4,"$4,409,000",4237000.00,172000.00,1969.00,9870,$429.28
1054 BALFOUR AVE VANCOUVER V6H 1X1,"$4,336,000",3861000.00,475000.00,1912.00,13433.536,$287.42
1027 LAURIER AVE VANCOUVER V6H 1Y2,"$4,390,200",4303000.00,87200.00,1954.00,13093.6365,$328.63
3623 OAK ST VANCOUVER V6H 2M1,"$4,772,000",3592000.00,1180000.00,1928.00,7920,$453.54
1003 WOLFE AVE VANCOUVER V6H 1V6,"$3,158,000",1609000.00,1549000.00,1931.00,4943,$325.51
3789 OAK ST VANCOUVER V6H 2M4,"$7,538,000",6792000.00,746000.00,1946.00,7440,$912.90
3737 OAK ST VANCOUVER V6H 2M4,"$3,539,200",3517000.00,22200.00,1970.00,7755,$453.51
1-3639 OSLER ST VANCOUVER V6H 2W5,"$20,395,000",14440000.00,5955000.00,1993.00,38563.5,$374.45
3738 SELKIRK ST VANCOUVER V6H 2Z1,"$23,159,000",13294000.00,9865000.00,2002.00,32755.36,$405.86
1111 BALFOUR AVE VANCOUVER V6H 1X3,"$7,721,000",7506000.00,215000.00,1912.00,22072.32,$340.06
3699 OSLER ST VANCOUVER V6H 2W5,"$9,763,000",8272000.00,1491000.00,1992.00,19618.4,$421.64
1226 LAURIER AVE VANCOUVER V6H 1Y6,"$8,457,900",8360000.00,97900.00,1947.00,20000,$418.00
1212 LAURIER AVE VANCOUVER V6H 1Y6,"$8,391,000",8268000.00,123000.00,1965.00,19600,$421.84
1375 26TH AVE W VANCOUVER V6H 2B2,"$4,927,000",4722000.00,205000.00,1928.00,9375,$503.68
1575 ANGUS DR VANCOUVER V6J 4H2,"$19,057,000",10377000.00,8680000.00,2013.00,26390,$393.22
1072 29TH AVE W VANCOUVER V6H 2E3,"$4,302,000",3748000.00,554000.00,1982.00,8125,$461.29
2095 41ST AVE W VANCOUVER V6M 1Y7,"$23,285,100",23259000.00,26100.00,2000.00,21350,"$1,089.41"
1029 27TH AVE W VANCOUVER V6H 2B5,"$3,926,000",3219000.00,707000.00,1992.00,8125,$396.18
1027 27TH AVE W VANCOUVER V6H 2B5,"$3,130,000",2334000.00,796000.00,2003.00,6480,$360.19
4249 OAK ST VANCOUVER V6H 2N2,"$2,374,600",2334000.00,40600.00,1946.00,6480,$360.19
4184 OSLER ST VANCOUVER V6H 2X3,"$3,999,000",3803000.00,196000.00,1926.00,7500,$507.07
4210 OSLER ST VANCOUVER V6H 2X5,"$4,526,000",3713000.00,813000.00,1995.00,7200,$515.69
1028 27TH AVE W VANCOUVER V6H 2B6,"$3,706,000",3219000.00,487000.00,1989.00,8125,$396.18
1189 26TH AVE W VANCOUVER V6H 2A6,"$5,869,000",3728000.00,2141000.00,2007.00,7250,$514.21
1178 26TH AVE W VANCOUVER V6H 2A7,"$3,506,800",3450000.00,56800.00,1964.00,6250,$552.00
1128 26TH AVE W VANCOUVER V6H 2A7,"$4,787,000",3450000.00,1337000.00,2019.00,6250,$552.00
4249 OSLER ST VANCOUVER V6H 2X4,"$4,720,000",3348000.00,1372000.00,2014.00,6750,$496.00
1107 27TH AVE W VANCOUVER V6H 2B7,"$3,811,000",3587000.00,224000.00,1981.00,6750,$531.41
1135 27TH AVE W VANCOUVER V6H 2B7,"$3,730,000",3450000.00,280000.00,1920.00,6250,$552.00
1177 27TH AVE W VANCOUVER V6H 2B7,"$4,261,000",3450000.00,811000.00,1996.00,6250,$552.00
1223 27TH AVE W VANCOUVER V6H 2C1,"$4,230,000",3450000.00,780000.00,1993.00,6250,$552.00
1225 26TH AVE W VANCOUVER V6H 2A8,"$3,494,500",3450000.00,44500.00,1928.00,6250,$552.00
4329 OSLER ST VANCOUVER V6H 2X6,"$4,652,000",3587000.00,1065000.00,2004.00,6750,$531.41
1625 MARPOLE AVE VANCOUVER V6J 2S2,"$5,574,000",5262000.00,312000.00,1926.00,15900,$330.94
1350 LAURIER AVE VANCOUVER V6H 1Y8,"$8,459,800",8360000.00,99800.00,1952.00,20000,$418.00
1070 CONNAUGHT DR VANCOUVER V6H 2G8,"$4,960,000",4243000.00,717000.00,1994.00,10760.75,$394.30
1149 CONNAUGHT DR VANCOUVER V6H 2G9,"$6,407,000",4502000.00,1905000.00,2004.00,8477.7,$531.04
1238 BALFOUR AVE VANCOUVER V6H 1X5,"$8,197,000",5877000.00,2320000.00,1911.00,13211,$444.86
1212 BALFOUR AVE VANCOUVER V6H 1X5,"$5,915,000",5801000.00,114000.00,1923.00,13198.4,$439.52
1189 MATTHEWS AVE VANCOUVER V6H 1W5,"$7,759,000",7615000.00,144000.00,1920.00,22411,$339.79
3538 OSLER ST VANCOUVER V6H 2W3,"$11,055,000",9865000.00,1190000.00,1913.00,29412,$335.41
1069 CONNAUGHT DR VANCOUVER V6H 2G7,"$4,201,000",3680000.00,521000.00,1990.00,7840,$469.39
4669 OAK ST VANCOUVER V6H 2N7,"$2,792,000",2334000.00,458000.00,1994.00,6480,$360.19
1028 DEVONSHIRE CRES VANCOUVER V6H 2E8,"$2,777,000",2333000.00,444000.00,1992.00,6477.7202,$360.16
1088 DEVONSHIRE CRES VANCOUVER V6H 2E8,"$4,620,000",3748000.00,872000.00,1995.00,8125,$461.29
1033 DEVONSHIRE CRES VANCOUVER V6H 2E7,"$4,850,000",3478000.00,1372000.00,1996.00,7902.5,$440.11
1030 32ND AVE W VANCOUVER V6H 2H6,"$3,554,000",3141000.00,413000.00,1989.00,7756.1281,$404.97
1068 32ND AVE W VANCOUVER V6H 2H6,"$3,977,000",3407000.00,570000.00,1993.00,7604.5242,$448.02
1070 32ND AVE W VANCOUVER V6H 2H6,"$3,671,900",3621000.00,50900.00,1925.00,7613.7124,$475.59
1069 32ND AVE W VANCOUVER V6H 2H7,"$6,911,000",4196000.00,2715000.00,2011.00,10445.5,$401.70
1049 32ND AVE W VANCOUVER V6H 2H7,"$3,989,000",3934000.00,55000.00,1947.00,10346.336,$380.23
1029 32ND AVE W VANCOUVER V6H 2H7,"$3,725,000",3570000.00,155000.00,1948.00,10195.9,$350.14
4749 OAK ST VANCOUVER V6H 2N8,"$2,265,800",2230000.00,35800.00,1926.00,5958,$374.29
1180 DEVONSHIRE CRES VANCOUVER V6H 2G1,"$3,631,000",3403000.00,228000.00,1922.00,6096,$558.23
1132 DEVONSHIRE CRES VANCOUVER V6H 2G1,"$3,202,000",3145000.00,57000.00,1924.00,5335.05,$589.50
4626 SELKIRK ST VANCOUVER V6H 4Z9,"$5,550,100",5494000.00,56100.00,1924.00,11859,$463.28
4721 OSLER ST VANCOUVER V6H 2Y5,"$4,770,000",3450000.00,1320000.00,2011.00,6250,$552.00
4721 OSLER ST VANCOUVER V6H 2Y5,"$4,770,000",3450000.00,1320000.00,2011.00,6250,$552.00
4763 OSLER ST VANCOUVER V6H 2Y5,"$3,504,700",3450000.00,54700.00,1925.00,6250,$552.00
